qid,en_label,ja_label,id_label,prefix,cleaned_input,tokiponized,toki_pona_label
Q135258991,Mikazuki Shrine,三日月神社,Kuil Mikazuki,Kuil,mikazuki,Mikasuki,tomo sewi Mikasuki
Q17211721,Mike Shrine,御食神社,Kuil Mike,Kuil,mike,Mike,tomo sewi Mike
Q135070009,Mike Shrine,御食神社,Kuil Mike,Kuil,mike,Mike,tomo sewi Mike
Q135040485,Mikeno Shrine,御食神社,Kuil Mikeno,Kuil,mikeno,Mikeno,tomo sewi Mikeno
Q135017435,Miketsu Shrine,御食津神社,Kuil Miketsu,Kuil,miketsu,Miketu,tomo sewi Miketu
Q135021836,Miketsuno Shrine,御食津神社,Kuil Miketsuno,Kuil,miketsuno,Miketuno,tomo sewi Miketuno
Q135040264,Mikino Shrine,御木神社,Kuil Mikino,Kuil,mikino,Mikino,tomo sewi Mikino
Q135259665,Mikinomiya Shrine,三木宮神社,Kuil Mikinomiya,Kuil,mikinomiya,Mikinomija,tomo sewi Mikinomija
Q135098855,Miko- Shrine,皇子神命神社,Kuil Miko-,Kuil,miko,Miko,tomo sewi Miko
Q135039610,Mikonokamino Shrine,御子神社 二座 （御子神神社 二座）,Kuil Mikonokamino,Kuil,mikonokamino,Mikonokamino,tomo sewi Mikonokamino
Q110994881,Mikoze Shrine,三日月神社,Kuil Mikoze,Kuil,mikoze,Mikose,tomo sewi Mikose
Q11489369,Mikubi Shrine,御首神社,Kuil Mikubi,Kuil,mikubi,Mikupi,tomo sewi Mikupi
Q11356651,Mikumano Shrine,三熊野神社,Kuil Mikumano,Kuil,mikumano,Mikumano,tomo sewi Mikumano
Q11356652,Mikumano Shrine,三熊野神社,Kuil Mikumano,Kuil,mikumano,Mikumano,tomo sewi Mikumano
Q135069103,Mikumari Shrine,水分神社,Kuil Mikumari,Kuil,mikumari,Mikumali,tomo sewi Mikumali
Q11354793,Mikuni Shrine,三國神社,Kuil Mikuni,Kuil,mikuni,Mikuni,tomo sewi Mikuni
Q135040250,Mikunino Shrine,三国神社,Kuil Mikunino,Kuil,mikunino,Mikunino,tomo sewi Mikunino
Q115098098,Mikura Shinmei Shrine,神明神社,Kuil Mikura Shinmei,Kuil,mikurashinmei,Mikulasinme,tomo sewi Mikulasinme
Q135425844,Mikuramiko Shrine,御倉御子神社,Kuil Mikuramiko,Kuil,mikuramiko,Mikulamiko,tomo sewi Mikulamiko
Q135040471,Mikuri Shrine,美久理神社,Kuil Mikuri,Kuil,mikuri,Mikuli,tomo sewi Mikuli
Q11488840,Mikuriya Shrine,御厨神社,Kuil Mikuriya,Kuil,mikuriya,Mikulija,tomo sewi Mikulija
Q135260213,Mikuriya Shrine,御厨神社,Kuil Mikuriya,Kuil,mikuriya,Mikulija,tomo sewi Mikulija
Q11488835,Mikurodo,御厨人窟,Kuil Mikurodo,Kuil,mikurodo,Mikuloto,tomo sewi Mikuloto
Q119929667,Mikushi Shrine,御櫛神社,Kuil Mikushi,Kuil,mikushi,Mikusi,tomo sewi Mikusi
Q135194923,Mimanahiko Shrine,美麻奈比古神社,Kuil Mimanahiko,Kuil,mimanahiko,Mimanapiko,tomo sewi Mimanapiko
Q135194920,Mimanahiko Shrine,美麻奈比古神社,Kuil Mimanahiko,Kuil,mimanahiko,Mimanapiko,tomo sewi Mimanapiko
Q135040332,Mimanahikono Shrine,美麻奈比古神社,Kuil Mimanahikono,Kuil,mimanahikono,Mimanapikono,tomo sewi Mimanapikono
Q135040333,Mimanahimeno Shrine,美麻奈比咩神社,Kuil Mimanahimeno,Kuil,mimanahimeno,Mimanapimeno,tomo sewi Mimanapimeno
Q135040281,Mimano Shrine,御馬神社,Kuil Mimano,Kuil,mimano,Mimano,tomo sewi Mimano
Q48759389,Mimatsuhiko Shrine,御間都比古神社,Kuil Mimatsuhiko,Kuil,mimatsuhiko,Mimatupiko,tomo sewi Mimatupiko
Q135039751,Mimeno-amehirinohimeno- Shrine,后神天比理乃咩命神社,Kuil Mimeno-amehirinohimeno-,Kuil,mimenoamehirinohimeno,Mimenowamepilinopimeno,tomo sewi Mimenowamepilinopimeno
Q11610732,Miminashi Yamaguchi Shrine,耳成山口神社,Kuil Miminashi Yamaguchi,Kuil,miminashiyamaguchi,Miminasijamakusi,tomo sewi Miminasijamakusi
Q135040093,Mimino Shrine,弥美神社,Kuil Mimino,Kuil,mimino,Mimino,tomo sewi Mimino
Q135039416,Mimitoshino Shrine,耳利神社,Kuil Mimitoshino,Kuil,mimitoshino,Mimitosino,tomo sewi Mimitosino
Q135186769,Mimitsune Shrine,耳常神社,Kuil Mimitsune,Kuil,mimitsune,Mimitune,tomo sewi Mimitune
Q135039418,Mimitsuneno Shrine,耳常神社,Kuil Mimitsuneno,Kuil,mimitsuneno,Mimituneno,tomo sewi Mimituneno
Q135040683,Mimiwino Shrine,耳井神社,Kuil Mimiwino,Kuil,mimiwino,Mimiwino,tomo sewi Mimiwino
Q134957986,Mimori Shrine,三森神社,Kuil Mimori,Kuil,mimori,Mimoli,tomo sewi Mimoli
Q135098806,Mimorono Shrine,御諸神社,Kuil Mimorono,Kuil,mimorono,Mimolono,tomo sewi Mimolono
Q135039372,Mimukono Shrine,弥牟居神社,Kuil Mimukono,Kuil,mimukono,Mimukono,tomo sewi Mimukono
Q134594915,Mimusubi Shrine,皇産靈神社,Kuil Mimusubi,Kuil,mimusubi,Mimusupi,tomo sewi Mimusupi
Q135186770,Mimutsune Shrine,耳常神社,Kuil Mimutsune,Kuil,mimutsune,Mimutune,tomo sewi Mimutune
Q135186768,Mimutsune Shrine,耳常神社,Kuil Mimutsune,Kuil,mimutsune,Mimutune,tomo sewi Mimutune
Q135352059,Minabe Ōji Shrine,三鍋王子,Kuil Minabe Ōji,Kuil,minabeōji,Minapejosi,tomo sewi Minapejosi
Q18339461,Minagi Shrine,美奈宜神社,Kuil Minagi,Kuil,minagi,Minaki,tomo sewi Minaki
Q135070345,Minagi Shrine,美奈宜神社,Kuil Minagi,Kuil,minagi,Minaki,tomo sewi Minaki
Q135041471,Minagino Shrine,美奈宜神社 三座,Kuil Minagino,Kuil,minagino,Minakino,tomo sewi Minakino
Q131925931,Minakami Shrine,皆神神社,Kuil Minakami,Kuil,minakami,Minakami,tomo sewi Minakami
Q132568476,Minakanushi Shrine,御中主神社,Kuil Minakanushi,Kuil,minakanushi,Minakanusi,tomo sewi Minakanusi
Q135433851,Minakata Shrine,南方神社,Kuil Minakata,Kuil,minakata,Minakata,tomo sewi Minakata
Q135434311,Minakata Shrine,南方神社,Kuil Minakata,Kuil,minakata,Minakata,tomo sewi Minakata
Q11548384,Minakuchi Shrine,水口神社,Kuil Minakuchi,Kuil,minakuchi,Minakusi,tomo sewi Minakusi
Q135041299,Minakuchino Shrine,湊口神社,Kuil Minakuchino,Kuil,minakuchino,Minakusino,tomo sewi Minakusino
Q135038994,Minakuchino Shrine,水口神社 (天理市),Kuil Minakuchino,Kuil,minakuchino,Minakusino,tomo sewi Minakusino
Q135259298,Minami Shrine,南神社,Kuil Minami,Kuil,minami,Minami,tomo sewi Minami
Q131226807,Minami Rokusho Shrine,南六所神社,Kuil Minami Rokusho,Kuil,minamirokusho,Minamilokusijo,tomo sewi Minamilokusijo
Q124482350,Minami-Kawasaki Inari Shrine,南川崎稲荷神社,Kuil Minami-Kawasaki Inari,Kuil,minamikawasakiinari,Minamikawasakinali,tomo sewi Minamikawasakinali
Q130542652,Minami-Masuo Hachiman Shrine,南増尾八幡神社,Kuil Minami-Masuo Hachiman,Kuil,minamimasuohachiman,Minamimasopasiman,tomo sewi Minamimasopasiman
Q11407882,Minami-kata Shrine,南方神社,Kuil Minami-kata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q116782734,Minamiashigara Shrine,南足柄神社,Kuil Minamiashigara,Kuil,minamiashigara,Minamijasikala,tomo sewi Minamijasikala
Q135070140,Minamihachimanguu,南八幡宮,Kuil Minamihachimangū,Kuil,minamihachimangū,Minamipasimanku,tomo sewi Minamipasimanku
Q135069661,Minamihama Shrine,南浜神社,Kuil Minamihama,Kuil,minamihama,Minamipama,tomo sewi Minamipama
Q122780349,Minamiichi Ebisu Shrine,南市恵毘須神社,Kuil Minamiichi Ebisu,Kuil,minamiichiebisu,Minamisijepisu,tomo sewi Minamisijepisu
Q11407883,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q120597094,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433754,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433997,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433773,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433779,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434108,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433856,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433869,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433887,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434185,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434195,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434192,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434196,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433947,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433955,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434009,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434023,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434033,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434225,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433889,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433903,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433920,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433924,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433805,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433826,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433829,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433832,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433836,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434063,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434060,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434068,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434074,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434345,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434361,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434300,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434383,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434396,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434405,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434252,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434270,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434269,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434435,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434144,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434161,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433569,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433598,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434558,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433534,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433550,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433505,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433511,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434514,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135434521,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433696,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433719,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433646,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433663,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433631,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433635,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135433637,Minamikata Shrine,南方神社,Kuil Minamikata,Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q11407881,Minamikata Shrine (Ibusuki),南方神社,Kuil Minamikata (Ibusuki),Kuil,minamikata,Minamikata,tomo sewi Minamikata
Q135039658,Minamikono Shrine,南子神社,Kuil Minamikono,Kuil,minamikono,Minamikono,tomo sewi Minamikono
Q109358487,Minamimata Shrine,南俣神社,Kuil Minamimata,Kuil,minamimata,Minamimata,tomo sewi Minamimata
Q11408695,Minaminagara,南長柄八幡宮,Kuil Minaminagara,Kuil,minaminagara,Minaminakala,tomo sewi Minaminakala
Q128866978,Minamiokajima Tenmangū,南恩加島天満宮,Kuil Minamiokajima Tenmangū,Kuil,minamiokajimatenmangū,Minamijokasimatenmanku,tomo sewi Minamijokasimatenmanku
Q11557473,Minamisawa Hikawa Shrine,南沢氷川神社,Kuil Minamisawa Hikawa,Kuil,minamisawahikawa,Minamisawapikawa,tomo sewi Minamisawapikawa
Q22120495,Minamisen Shrine,南線神社,Kuil Minamisen,Kuil,minamisen,Minamisen,tomo sewi Minamisen
Q135193393,Minano Mukuge Shrine,皆野椋神社,Kuil Minano Mukuge,Kuil,minanomukuge,Minanomukuke,tomo sewi Minanomukuke
Q135400863,Minara Shrine,三奈良神社,Kuil Minara,Kuil,minara,Minala,tomo sewi Minala
Q135193849,Minashi Shrine okumiya,飛騨一宮水無神社 奥宮,Kuil Minashi okumiya,Kuil,minashiokumiya,Minasijokumija,tomo sewi Minasijokumija
Q135069401,Minato Shrine,湊神社,Kuil Minato,Kuil,minato,Minato,tomo sewi Minato
Q11563134,Minato Hachiman Shrine,湊八幡神社,Kuil Minato hachiman,Kuil,minatohachiman,Minatopasiman,tomo sewi Minatopasiman
Q11549496,Minato-Fukiage Shrine,水門吹上神社,Kuil Minato-Fukiage,Kuil,minatofukiage,Minatopukijake,tomo sewi Minatopukijake
Q135013511,Minatochikushimabentensha Shrine,湊築島弁天社,Kuil Minatochikushimabentensha,Kuil,minatochikushimabentensha,Minatosikusimapentensija,tomo sewi Minatosikusimapentensija
Q713188,Minatogawa Shrine,湊川神社,Kuil Minatogawa,Kuil,minatogawa,Minatokawa,tomo sewi Minatokawa
Q135040479,Minatono Shrine,湊神社,Kuil Minatono,Kuil,minatono,Minatono,tomo sewi Minatono
Q60990573,Minatosumiyoshi Shrine,港住吉神社,Kuil Minatosumiyoshi,Kuil,minatosumiyoshi,Minatosumijosi,tomo sewi Minatosumijosi
Q130369940,Mine Shrine,峯神社,Kuil Mine,Kuil,mine,Mine,tomo sewi Mine
Q135039354,Minefurino Shrine,弥尼布理神社,Kuil Minefurino,Kuil,minefurino,Minepulino,tomo sewi Minepulino
Q109603456,Minegaoka Hachiman Shrine,峯ヶ岡八幡神社,Kuil Minegaoka Hachiman,Kuil,minegaokahachiman,Minekokapasiman,tomo sewi Minekokapasiman
Q135041458,Minehonnin Shrine,岑本神社,Kuil Minehonnin,Kuil,minehonnin,Mineponnin,tomo sewi Mineponnin
Q135503315,Mino Shrine (Toyooka),三野神社,Kuil Mino (Toyooka),Kuil,mino,Mino,tomo sewi Mino
Q11489340,Mino Agatanushi Shrine,御野縣主神社,Kuil Mino agatanushi,Kuil,minoagatanushi,Minowakatanusi,tomo sewi Minowakatanusi
Q134957168,Minoguchi Shrine,水口神社,Kuil Minoguchi,Kuil,minoguchi,Minokusi,tomo sewi Minokusi
Q135041521,Minoheno Shrine,見上神社,Kuil Minoheno,Kuil,minoheno,Minopeno,tomo sewi Minopeno
Q135041122,Minokamino Shrine,水上神社,Kuil Minokamino,Kuil,minokamino,Minokamino,tomo sewi Minokamino
Q135040650,Minono Shrine,三野神社,Kuil Minono,Kuil,minono,Minono,tomo sewi Minono
Q109448250,Minori Shrine,みのり神社,Kuil Minori,Kuil,minori,Minoli,tomo sewi Minoli
Q134928573,Minowa Shrine,箕匂神社,Kuil Minowa,Kuil,minowa,Minowa,tomo sewi Minowa
Q135192981,Minowa Shrine,箕勾神社,Kuil Minowa,Kuil,minowa,Minowa,tomo sewi Minowa
Q119929628,Minowa Inari Shrine,美濃輪稲荷神社,Kuil Minowa Inari,Kuil,minowainari,Minowanali,tomo sewi Minowanali
Q135504147,Minoya Shrine,美濃夜神社,Kuil Minoya,Kuil,minoya,Minoja,tomo sewi Minoja
Q135039338,Minoyano Shrine,美濃夜神社,Kuil Minoyano,Kuil,minoyano,Minojano,tomo sewi Minojano
Q135041036,Minumano Shrine,美努麻神社,Kuil Minumano,Kuil,minumano,Minumano,tomo sewi Minumano
Q11499217,Minume Shrine,敏馬神社,Kuil Minume,Kuil,minume,Minume,tomo sewi Minume
Q135039464,Minuno Shrine,見努神社,Kuil Minuno,Kuil,minuno,Minuno,tomo sewi Minuno
Q48763725,Minushi Shrine,水主神社,Kuil Minushi,Kuil,minushi,Minusi,tomo sewi Minusi
Q11548450,Mio Shrine,水尾神社,Kuil Mio,Kuil,mio,Mijo,tomo sewi Mijo
Q11548449,Mio Shrine,水尾神社,Kuil Mio,Kuil,mio,Mijo,tomo sewi Mijo
Q65247874,Mio Shrine,三尾神社,Kuil Mio,Kuil,mio,Mijo,tomo sewi Mijo
Q11566022,Miotsukushi Sumiyoshi Shrine,澪標住吉神社,Kuil Miotsukushi sumiyoshi,Kuil,miotsukushisumiyoshi,Mijotukusisumijosi,tomo sewi Mijotukusisumijosi
Q11489239,Mioya Shrine,御祖神社,Kuil Mioya,Kuil,mioya,Mijoja,tomo sewi Mijoja
Q24876393,Mioya Shrine,水祖神社,Kuil Mioya,Kuil,mioya,Mijoja,tomo sewi Mijoja
Q135039609,Mioyano Shrine,御祖神社,Kuil Mioyano,Kuil,mioyano,Mijojano,tomo sewi Mijojano
Q135098877,Mioyano Shrine,御祖神社,Kuil Mioyano,Kuil,mioyano,Mijojano,tomo sewi Mijojano
Q134958212,Mirume Shrine,見留目神社,Kuil Mirume,Kuil,mirume,Milume,tomo sewi Milume
Q134955882,Mirume Shrine,見目神社,Kuil Mirume,Kuil,mirume,Milume,tomo sewi Milume
Q135154950,Mirume Shrine,見目神社,Kuil Mirume,Kuil,mirume,Milume,tomo sewi Milume
Q135041095,Misahano Shrine,三沢神社,Kuil Misahano,Kuil,misahano,Misapano,tomo sewi Misapano
Q11488875,Misaka Shrine,御坂神社,Kuil Misaka,Kuil,misaka,Misaka,tomo sewi Misaka
Q65276379,Misaka Shrine,神坂神社,Kuil Misaka,Kuil,misaka,Misaka,tomo sewi Misaka
Q135070230,Misaka Shrine,三坂神社,Kuil Misaka,Kuil,misaka,Misaka,tomo sewi Misaka
Q17211756,Misakadonono-kami,御酒殿神,Kuil Misakadonono-kami,Kuil,misakadononokami,Misakatononokami,tomo sewi Misakatononokami
Q135041263,Misakano Shrine,御坂神社,Kuil Misakano,Kuil,misakano,Misakano,tomo sewi Misakano
Q135040252,Misakano Shrine,味坂神社,Kuil Misakano,Kuil,misakano,Misakano,tomo sewi Misakano
Q135503332,Misake Tenman Shrine,味酒天満神社,Kuil Misake Tenman,Kuil,misaketenman,Misaketenman,tomo sewi Misaketenman
Q11488951,Misaki Shrine,御崎神社,Kuil Misaki,Kuil,misaki,Misaki,tomo sewi Misaki
Q134989048,Misaki Shrine,御﨑神社,Kuil Misaki,Kuil,misaki,Misaki,tomo sewi Misaki
Q135040225,Misaki Shrine,御前神社,Kuil Misaki,Kuil,misaki,Misaki,tomo sewi Misaki
Q135069871,Misaki Shrine,御崎神社,Kuil Misaki,Kuil,misaki,Misaki,tomo sewi Misaki
Q135433742,Misaki Shrine,御崎神社,Kuil Misaki,Kuil,misaki,Misaki,tomo sewi Misaki
Q11354683,Misaki Inari Shrine,三咲稲荷神社,Kuil Misaki Inari,Kuil,misakiinari,Misakinali,tomo sewi Misakinali
Q128866955,Misaki Tenmangū,三先天満宮,Kuil Misaki Tenmangū,Kuil,misakitenmangū,Misakitenmanku,tomo sewi Misakitenmanku
Q85567286,Misaki-Inari Shrine,三崎稲荷神社,Kuil Misaki-Inari,Kuil,misakiinari,Misakinali,tomo sewi Misakinali
Q135038842,Misakiharanoiwatachinomikoto Shrine,御前原石立命神社,Kuil Misakiharanoiwatachinomikoto,Kuil,misakiharanoiwatachinomikoto,Misakipalanowiwatasinomikoto,tomo sewi Misakipalanowiwatasinomikoto
Q135040136,Misakino Shrine,三前神社,Kuil Misakino,Kuil,misakino,Misakino,tomo sewi Misakino
Q135041508,Misakitono Shrine,弥佐支刀神社,Kuil Misakitono,Kuil,misakitono,Misakitono,tomo sewi Misakitono
Q135041476,Miseno- Shrine,御勢大霊石神社,Kuil Miseno-,Kuil,miseno,Miseno,tomo sewi Miseno
Q11355278,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q11355276,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q11355277,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q11355333,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q63147928,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q28683759,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q24873400,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q111024077,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q111024448,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q108997283,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q118984921,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q131919963,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q132125271,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q132125268,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q132125269,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q123045998,Mishima Shrine,三島神社（成田),Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q131925941,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q131925947,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134595578,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134594968,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134595613,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q119929569,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134595786,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q124496790,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134598624,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q128866683,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134886592,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134597289,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134886080,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134886750,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134886209,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134893114,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134603062,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134887421,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134888252,Mishima Shrine,箕島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134956014,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
